song_id,song_duration,song_name,song_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,album_id,album_name,album_release_date,artist_id,artist_name
1s7oOCT8vauUh01PbJD6ps,239317,Calm Down (with Selena Gomez),82,0.799,0.802,-5.196,0.0371,0.429,0.00128,0.171,0.811,107.008,0nayxjaX54Frd7GsZq6Pbs,Rave & Roses Ultra,2023-04-27,0C8ZW7ezQVs4URX5aX7Kqx,Rema
6iF4RgIjDvDqyW13PezSj3,171655,Single Soon,86,0.61,0.571,-5.649,0.0782,0.00863,0.0,0.131,0.747,105.01,6EejduBuRYb7rzJaD2YCqO,Single Soon,2023-08-25,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez
4l0Mvzj72xxOpRrp6h8nHi,206458,Lose You To Love Me,82,0.488,0.343,-8.985,0.0436,0.556,0.0,0.21,0.0978,102.819,3YPFaTR7WMi1Hd4NVKdCJx,Rare,2020-01-10,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez
3eR23VReFzcdmS7TYCrhCe,220780,It Ain't Me (with Selena Gomez),80,0.64,0.533,-6.596,0.0706,0.119,0.0,0.0864,0.515,99.968,0IUCAsckpNyV4wHKIHQawC,It Ain't Me (with Selena Gomez),2017-02-16,0C8ZW7ezQVs4URX5aX7Kqx,Kygo
63mdJr3NMY3wReOkNE6c6W,194900,People You Know,80,0.695,0.62,-8.082,0.0521,0.0881,5.43e-05,0.111,0.62,150.032,3YPFaTR7WMi1Hd4NVKdCJx,Rare,2020-01-10,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez
0tBbt8CrmxbjRP0pueQkyU,197993,Wolves,80,0.724,0.804,-4.614,0.0448,0.124,0.0,0.204,0.306,124.987,5gQZvWM1o8NkQndueJtZcP,Wolves,2017-10-25,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez
4hQ6UGyWQIGJmHSo0J88JW,207904,Back To You - From 13 Reasons Why – Season 2 Soundtrack,77,0.601,0.724,-4.856,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,3N7eWDCvfWv34xWNohdHjO,Back To You (From 13 Reasons Why – Season 2 Soundtrack),2018-05-10,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez
4lnAN2S1fcI0SjxEbksZVr,186112,Fetish (feat. Gucci Mane),76,0.708,0.618,-4.424,0.0592,0.0204,6.81e-06,0.062,0.265,123.013,3x97AnoAAIBGJuqZSTtVte,Fetish (feat. Gucci Mane),2017-07-13,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez
6wJwkMo278iWVlWl1XQ4WA,227373,The Heart Wants What It Wants,74,0.616,0.789,-4.874,0.0377,0.053,0.0,0.142,0.621,83.066,2iFTxCYwhF5oC1L8s1B0rI,The Heart Wants What It Wants,2014-01-01,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez
4JUPEh2DVSXFGExu4Uxevz,177813,Ice Cream (with Selena Gomez),68,0.79,0.701,-4.81,0.365,0.0317,8.06e-05,0.0311,0.91,159.972,71O60S5gIJSIAhdnrDIh3N,THE ALBUM,2020-10-02,0C8ZW7ezQVs4URX5aX7Kqx,BLACKPINK
4jbmgIyjGoXjY01XxatOx6,215672,Dark Horse,83,0.647,0.585,-6.123,0.0512,0.00314,0.0,0.165,0.353,131.934,3jB9yFDwRe3KhtGnHXJntk,PRISM,2013-01-01,6jJ0s89eD6GaHleKKya26X,Katy Perry
1htQDV8JxSuXG2QsNj5ttr,230733,Last Friday Night (T.G.I.F.),76,0.652,0.812,-3.797,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,2UG6T6f0Qc9SaBCIcaviLM,Teenage Dream,2010-01-01,6jJ0s89eD6GaHleKKya26X,Katy Perry
0iGckQFyv6svOfAbAY9aWJ,220226,Hot N Cold,77,0.706,0.841,-3.956,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,3OALgjCs6Lqw41853v4wEQ,One Of The Boys,2008-06-17,6jJ0s89eD6GaHleKKya26X,Katy Perry
2009X8GyWTqyxIdzAEYW6N,227333,The One That Got Away,75,0.691,0.795,-4.021,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,2UG6T6f0Qc9SaBCIcaviLM,Teenage Dream,2010-01-01,6jJ0s89eD6GaHleKKya26X,Katy Perry
3lXbHd0EoryoQh3vpevNEP,227893,Firework,74,0.638,0.832,-5.039,0.049,0.141,0.0,0.113,0.648,124.071,2UG6T6f0Qc9SaBCIcaviLM,Teenage Dream,2010-01-01,6jJ0s89eD6GaHleKKya26X,Katy Perry
27tNWlhdAryQY04Gb2ZhUI,223546,Roar,81,0.671,0.771,-4.821,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,3jB9yFDwRe3KhtGnHXJntk,PRISM,2013-01-01,6jJ0s89eD6GaHleKKya26X,Katy Perry
14iN3o8ptQ8cFVZTEmyQRV,179640,I Kissed A Girl,76,0.699,0.76,-3.173,0.0677,0.00223,0.0,0.132,0.696,129.996,3OALgjCs6Lqw41853v4wEQ,One Of The Boys,2008-06-17,6jJ0s89eD6GaHleKKya26X,Katy Perry
5JLv62qFIS1DR3zGEcApRt,220946,Wide Awake,80,0.514,0.683,-5.099,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,5BvgP623rtvlc0HDcpzquz,Teenage Dream: The Complete Confection,2012-03-12,6jJ0s89eD6GaHleKKya26X,Katy Perry
6r1ygpKNXg7deq18rzyM7F,227741,Teenage Dream,72,0.719,0.798,-4.582,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,2UG6T6f0Qc9SaBCIcaviLM,Teenage Dream,2010-01-01,6jJ0s89eD6GaHleKKya26X,Katy Perry
1GhbQDYGEOjyFwfT8lojcx,234653,California Gurls,68,0.788,0.753,-3.71,0.0536,0.0038,0.0,0.18,0.403,125.005,2UG6T6f0Qc9SaBCIcaviLM,Teenage Dream,2010-01-01,6jJ0s89eD6GaHleKKya26X,Katy Perry
1kuGVB7EU95pJObxwvfwKS,219724,vampire,94,0.511,0.532,-5.745,0.0578,0.177,0.0,0.291,0.35,138.005,1xJHno7SmdVtZAtXbdbDZp,GUTS,2023-09-08,1McMsnEElThX1knmY4oliG,Olivia Rodrigo
17cia5k4BpGVlyEfqrFH50,205483,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,84,0.518,0.368,-7.76,0.0353,0.855,4.9e-06,0.119,0.234,141.934,2yHTMVFGHODKJOjVL1hLgk,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023-11-17,1McMsnEElThX1knmY4oliG,Olivia Rodrigo
3IX0yuEVvDbnqUwMBB3ouC,184783,bad idea right?,90,0.627,0.879,-3.446,0.0955,0.00193,6.87e-06,0.0647,0.748,129.979,1xJHno7SmdVtZAtXbdbDZp,GUTS,2023-09-08,1McMsnEElThX1knmY4oliG,Olivia Rodrigo
6HU7h9RYOaPRFeh0R3UeAr,215506,deja vu,88,0.442,0.612,-7.222,0.112,0.584,5.7e-06,0.37,0.178,180.917,6s84u2TUpR3wdUv4NgKA2j,SOUR,2021-05-21,1McMsnEElThX1knmY4oliG,Olivia Rodrigo
2gyxAWHebV7xPYVxqoi86f,211141,get him back!,88,0.546,0.846,-5.719,0.181,0.0135,0.0,0.607,0.74,162.043,1xJHno7SmdVtZAtXbdbDZp,GUTS,2023-09-08,1McMsnEElThX1knmY4oliG,Olivia Rodrigo
5wANPM4fQCJwkGd4rN57mH,242013,drivers license,87,0.561,0.431,-8.81,0.0578,0.768,1.42e-05,0.106,0.137,143.875,6s84u2TUpR3wdUv4NgKA2j,SOUR,2021-05-21,1McMsnEElThX1knmY4oliG,Olivia Rodrigo
5CZ40GBx1sQ9agT82CLQCT,229226,traitor,88,0.38,0.339,-7.885,0.0338,0.691,0.0,0.12,0.0849,100.607,6s84u2TUpR3wdUv4NgKA2j,SOUR,2021-05-21,1McMsnEElThX1knmY4oliG,Olivia Rodrigo
2tGvwE8GcFKwNdAXMnlbfl,175933,happier,86,0.395,0.443,-9.72,0.133,0.765,9.67e-06,0.0839,0.338,168.924,6s84u2TUpR3wdUv4NgKA2j,SOUR,2021-05-21,1McMsnEElThX1knmY4oliG,Olivia Rodrigo
4ZtFanR9U6ndgddUvNcjcG,178146,good 4 u,86,0.563,0.664,-5.044,0.154,0.335,0.0,0.0849,0.688,166.928,6s84u2TUpR3wdUv4NgKA2j,SOUR,2021-05-21,1McMsnEElThX1knmY4oliG,Olivia Rodrigo
5JCoSi02qi3jJeHdZXMmR8,152666,favorite crime,86,0.369,0.272,-10.497,0.0364,0.866,0.0,0.147,0.218,172.929,6s84u2TUpR3wdUv4NgKA2j,SOUR,2021-05-21,1McMsnEElThX1knmY4oliG,Olivia Rodrigo
0lizgQ7Qw35od7CYaoMBZb,204093,Santa Tell Me,94,0.525,0.621,-7.364,0.116,0.0489,0.0,0.294,0.591,191.9,27MNgBEnLCKoafz1g2Zu97,Santa Tell Me,2014-11-24,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
4W4fNrZYkobj539TOWsLO2,232857,Die For You (with Ariana Grande) - Remix,84,0.575,0.5,-7.594,0.0707,0.227,0.0,0.335,0.506,67.033,35dut3ICqF3NEDkjxfzJJ1,Starboy (Deluxe),2023-03-14,66CXWjxzNUsdJxJ2JdwvnR,The Weeknd
1oFAF1hdPOickyHgbuRjyX,191013,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,83,0.65,0.825,-4.645,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,4ZyeHIgdujClXSjC2cSqSb,After Hours (Deluxe),2020-03-20,66CXWjxzNUsdJxJ2JdwvnR,The Weeknd
2O3MQ6H3gjrIWDcpeTrikT,242644,"Santa, Can’t You Hear Me",84,0.495,0.896,-2.381,0.0331,0.005,0.0,0.353,0.462,146.04,5sVFXIMrFRKBtDOexVlBBU,When Christmas Comes Around...,2021-10-15,66CXWjxzNUsdJxJ2JdwvnR,Kelly Clarkson
7xoUc6faLbCqZO6fQEYprd,197266,One Last Time,85,0.628,0.593,-5.036,0.0323,0.093,1.65e-06,0.096,0.104,125.026,6EVYTRG1drKdO8OnIQBeEj,My Everything (Deluxe),2014-08-25,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
6ocbgoVGwYJhOv1GgI9NsF,178626,7 rings,85,0.778,0.317,-10.732,0.334,0.592,0.0,0.0881,0.327,140.048,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
3nef5W8jTkXrOKgCu4kmq7,235946,Dangerous Woman,83,0.662,0.602,-5.369,0.0401,0.0529,0.0,0.356,0.29,133.969,1QRP5lutJodPixU2EWfnD7,Dangerous Woman,2016-04-01,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
35mvY5S1H3J2QZyna3TFe0,172324,positions,83,0.737,0.802,-4.771,0.0878,0.468,0.0,0.0931,0.682,144.015,3euz4vS7ezKGnNSwgyvKcd,Positions,2020-10-30,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
76FZM38RC8XaAjJ77CVTNe,244453,Into You,81,0.623,0.734,-5.95,0.107,0.0162,1.9e-06,0.145,0.372,107.853,1QRP5lutJodPixU2EWfnD7,Dangerous Woman,2016-04-01,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
3e9HZxeyfWwjeyPAMmWSSQ,207320,"thank u, next",83,0.717,0.653,-5.634,0.0658,0.229,0.0,0.101,0.412,106.966,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
4Dvkj6JhhA12EX05fT7y2e,167303,As It Was,94,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,5r36AJ6VOJtp00oxSkBZ5h,Harry's House,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles
6UelLqGlWMcVH1E5c4H7lY,174000,Watermelon Sugar,88,0.548,0.816,-4.209,0.0465,0.122,0.0,0.335,0.557,95.39,7xV2TzoaVc0ycW7fwBwAml,Fine Line,2019-12-13,6KImCVD70vtIoJWnq6nGn3,Harry Styles
1qEmFfgcLObUfQm0j1W2CK,177954,Late Night Talking,85,0.714,0.728,-4.595,0.0468,0.298,0.0,0.106,0.901,114.996,5r36AJ6VOJtp00oxSkBZ5h,Harry's House,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles
3jjujdWJ72nww5eGnfs2E7,207133,Adore You,85,0.676,0.771,-3.675,0.0483,0.0237,7e-06,0.102,0.569,99.048,7xV2TzoaVc0ycW7fwBwAml,Fine Line,2019-12-13,6KImCVD70vtIoJWnq6nGn3,Harry Styles
5Ohxk2dO5COHF1krpoPigN,340706,Sign of the Times,85,0.516,0.595,-4.63,0.0313,0.0275,0.0,0.109,0.222,119.972,1FZKIm3JVDCxTchXDo5jOV,Harry Styles,2017-05-12,6KImCVD70vtIoJWnq6nGn3,Harry Styles
1ZMiCix7XSAbfAJlEZWMCp,240133,Falling,85,0.567,0.267,-6.502,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,7xV2TzoaVc0ycW7fwBwAml,Fine Line,2019-12-13,6KImCVD70vtIoJWnq6nGn3,Harry Styles
0rzaRSujxA0bKyjJl6vHYq,218577,Satellite,83,0.576,0.457,-6.473,0.0304,0.143,3.05e-05,0.0917,0.301,138.984,5r36AJ6VOJtp00oxSkBZ5h,Harry's House,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles
6uvh0In7u1Xn4HgxOfAn8O,245964,Matilda,82,0.507,0.294,-10.0,0.04,0.896,1.97e-05,0.0966,0.386,114.199,5r36AJ6VOJtp00oxSkBZ5h,Harry's House,2022-05-20,6KImCVD70vtIoJWnq6nGn3,Harry Styles
6VzcQuzTNTMFnJ6rBSaLH9,377960,Fine Line,82,0.306,0.347,-8.5,0.0334,0.172,0.00013,0.0485,0.0511,120.996,7xV2TzoaVc0ycW7fwBwAml,Fine Line,2019-12-13,6KImCVD70vtIoJWnq6nGn3,Harry Styles
45S5WTQEGOB1VHr1Q4FuPl,208906,Golden,80,0.448,0.838,-5.257,0.0557,0.21,0.000131,0.131,0.254,139.863,7xV2TzoaVc0ycW7fwBwAml,Fine Line,2019-12-13,6KImCVD70vtIoJWnq6nGn3,Harry Styles
6v3KW9xbzN5yKLt9YKDYA2,190799,Señorita,82,0.759,0.548,-6.049,0.029,0.0392,0.0,0.0828,0.749,116.967,0xzScN8P3hQAz3BT3YYX5w,Shawn Mendes (Deluxe),2019-06-19,4nDoRrQiYLoBzwC5BhVJzF,Shawn Mendes
2ogKhhoMClkFXek7ZgxAhN,219742,Shameless,85,0.377,0.651,-5.437,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,3Vsbl0diFGw8HNSjG8ue9m,Romance,2019-12-06,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello
2DB4DdfCFMw1iaR6JaR03a,206070,Bam Bam (feat. Ed Sheeran),76,0.756,0.697,-6.377,0.0401,0.182,0.0,0.333,0.956,94.996,4urxMitPAkjyey14LeuWSX,Familia,2022-04-07,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello
1rfofaqEpACxVEHIZBJe6W,217306,Havana (feat. Young Thug),81,0.765,0.523,-4.333,0.03,0.184,3.56e-05,0.132,0.394,104.988,2vD3zSQr8hNlg0obNel4TE,Camila,2018-01-12,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello
3yOlyBJuViE2YSGn3nVE1K,170746,My Oh My (feat. DaBaby),76,0.724,0.491,-6.024,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,3Vsbl0diFGw8HNSjG8ue9m,Romance,2019-12-06,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello
1qCHidBbWAgv3pn6UbZ4Lg,164842,Don't Go Yet,70,0.666,0.796,-6.967,0.103,0.0492,0.0,0.0442,0.61,110.108,4urxMitPAkjyey14LeuWSX,Familia,2022-04-07,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello
4vUmTMuQqjdnvlZmAH61Qk,204466,South of the Border (feat. Camila Cabello & Cardi B),76,0.857,0.621,-6.376,0.0825,0.148,0.0,0.0865,0.668,97.989,3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,4nDoRrQiYLoBzwC5BhVJzF,Ed Sheeran
2GyA33q5rti5IxkMQemRDH,223853,I Know What You Did Last Summer,75,0.687,0.761,-4.582,0.0876,0.102,0.0,0.147,0.743,113.939,6sUOosXuYt0oUeczJRbedZ,Handwritten,2015-04-14,4nDoRrQiYLoBzwC5BhVJzF,Shawn Mendes
4eWQlBRaTjPPUlzacqEeoQ,226973,Never Be the Same,75,0.637,0.713,-4.333,0.0747,0.181,0.000637,0.137,0.243,129.923,2vD3zSQr8hNlg0obNel4TE,Camila,2018-01-12,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello
4VUwkH455At9kENOfzTqmF,180000,Beautiful (feat. Camila Cabello),74,0.638,0.717,-4.722,0.0337,0.346,0.0,0.105,0.249,100.027,6hCR3zQtRH0IgookOYt771,Beautiful (feat. Camila Cabello),2018-08-02,4nDoRrQiYLoBzwC5BhVJzF,Bazzi
1V6gIisPpYqgFeWbMLI0bA,210840,Heart Attack,84,0.504,0.785,-4.802,0.104,0.0738,0.0,0.239,0.502,173.968,6Kssm2LosQ0WyLukFZkEG5,Demi,2013-01-01,6S2OmqARrzebs0tKUEyXyp,Demi Lovato
3uwnnTQcHM1rDqSfA4gQNz,214739,Cool for the Summer,81,0.583,0.61,-5.639,0.0382,0.00425,0.000105,0.14,0.336,114.06,56yYgfX6M5FlpETfyZSHkn,Confident,2015-01-01,6S2OmqARrzebs0tKUEyXyp,Demi Lovato
0yvPEnB032fojLfVluFjUv,203760,Sorry Not Sorry,77,0.706,0.643,-6.929,0.234,0.0242,0.0,0.262,0.885,143.931,5Mu891tmjTbt64meovPSuf,Tell Me You Love Me,2017-09-29,6S2OmqARrzebs0tKUEyXyp,Demi Lovato
3DXXKDbbZKyAZfNb96ST3q,205745,Confident,74,0.594,0.749,-6.251,0.0677,0.00188,0.000139,0.0869,0.344,130.064,56yYgfX6M5FlpETfyZSHkn,Confident,2015-01-01,6S2OmqARrzebs0tKUEyXyp,Demi Lovato
0mlAOSILGRys2IbvyOT5VJ,173800,Échame La Culpa,74,0.733,0.897,-3.652,0.0389,0.0391,0.0,0.117,0.649,96.006,5C0YLr4OoRGFDaqdMQmkeH,VIDA,2019-02-01,6S2OmqARrzebs0tKUEyXyp,Luis Fonsi
3NuK5xMlSlB6K2Qp16zf3h,222706,Solo (feat. Demi Lovato),69,0.74,0.622,-4.608,0.0446,0.0357,4.85e-05,0.356,0.556,104.966,1MvF4ulZKH7SaDQs9rE5nc,What Is Love? (Deluxe Edition),2018-11-30,6S2OmqARrzebs0tKUEyXyp,Clean Bandit
5vTPxzm4h2bY9rYyVrGEU5,201600,Really Don't Care,73,0.706,0.728,-3.602,0.0852,0.123,0.0,0.185,0.851,121.017,6Kssm2LosQ0WyLukFZkEG5,Demi,2013-01-01,6S2OmqARrzebs0tKUEyXyp,Demi Lovato
3sP3c86WFjOzHHnbhhZcLA,205346,Give Your Heart a Break,73,0.651,0.695,-3.218,0.0487,0.23,0.0,0.144,0.569,123.008,1ypH0eU9RcE6wngSGSqmeY,Unbroken,2011-01-01,6S2OmqARrzebs0tKUEyXyp,Demi Lovato
0t5cfOZxePTvuYXTywHzjH,173228,Penhasco2,70,0.494,0.275,-8.792,0.0322,0.722,3.85e-05,0.122,0.167,123.895,39nlfd4MoNcVGgvx64Opnt,Escândalo Íntimo,2023-08-29,6S2OmqARrzebs0tKUEyXyp,Luísa Sonza
3by8IfnW9dZ2t4pZw1WVxz,191307,Stone Cold,70,0.419,0.453,-7.685,0.0437,0.539,0.0,0.0971,0.356,140.327,56yYgfX6M5FlpETfyZSHkn,Confident,2015-01-01,6S2OmqARrzebs0tKUEyXyp,Demi Lovato
5O2P9iiztwhomNh8xkR9lJ,226600,Night Changes,89,0.672,0.52,-7.747,0.0353,0.859,0.0,0.115,0.37,120.001,4gCNyS7pidfK3rKWhB3JOY,FOUR (Deluxe),2014-11-17,4AK6F7OLvEQ5QYCBNiQWHq,One Direction
4cluDES4hQEUhmXj6TXkSo,199986,What Makes You Beautiful,85,0.726,0.787,-2.494,0.0737,0.009,0.0,0.0596,0.888,124.99,6cunQQ7YZisYOoiFu2ywIq,Up All Night,2012-05-25,4AK6F7OLvEQ5QYCBNiQWHq,One Direction
4nVBt6MZDDP6tRVdQTgxJg,245493,Story of My Life,85,0.6,0.663,-5.802,0.0477,0.225,0.0,0.119,0.286,121.07,7p1fX8aUySrBdx4WSYspOu,Midnight Memories (Deluxe),2013-11-25,4AK6F7OLvEQ5QYCBNiQWHq,One Direction
3JjnGLK8IxkNLvo8Lb3KOM,248360,18,82,0.681,0.582,-7.76,0.0313,0.22,0.0,0.119,0.221,124.038,4gCNyS7pidfK3rKWhB3JOY,FOUR (Deluxe),2014-11-17,4AK6F7OLvEQ5QYCBNiQWHq,One Direction
1dQQ2QlnvXUehsRUrukKmf,200400,Right Now,82,0.645,0.78,-5.165,0.0319,0.218,0.0,0.0919,0.372,120.008,7p1fX8aUySrBdx4WSYspOu,Midnight Memories (Deluxe),2013-11-25,4AK6F7OLvEQ5QYCBNiQWHq,One Direction
2Bs4jQEGMycglOfWPBqrVG,228133,Steal My Girl,81,0.536,0.768,-5.948,0.0347,0.00433,0.0,0.114,0.545,77.217,4gCNyS7pidfK3rKWhB3JOY,FOUR (Deluxe),2014-11-17,4AK6F7OLvEQ5QYCBNiQWHq,One Direction
3NLnwwAQbbFKcEcV8hDItk,230333,Perfect,81,0.647,0.823,-5.231,0.0762,0.0598,0.0,0.119,0.396,99.933,1gMxiQQSg5zeu4htBosASY,Made In The A.M. (Deluxe Edition),2015-11-13,4AK6F7OLvEQ5QYCBNiQWHq,One Direction
2K87XMYnUMqLcX3zvtAF4G,192120,Drag Me Down,81,0.73,0.703,-5.672,0.0369,0.109,0.0,0.0657,0.595,138.113,1gMxiQQSg5zeu4htBosASY,Made In The A.M. (Deluxe Edition),2015-11-13,4AK6F7OLvEQ5QYCBNiQWHq,One Direction
2afCBiru10AFckfOa49wIa,237933,You & I,78,0.574,0.329,-6.829,0.0274,0.22,0.0,0.0986,0.356,130.993,7p1fX8aUySrBdx4WSYspOu,Midnight Memories (Deluxe),2013-11-25,4AK6F7OLvEQ5QYCBNiQWHq,One Direction
5T7ZFtCcOgkpjxcuaeZbw0,200106,Best Song Ever,78,0.652,0.877,-2.986,0.0465,0.0227,0.0,0.0789,0.486,118.491,7p1fX8aUySrBdx4WSYspOu,Midnight Memories (Deluxe),2013-11-25,4AK6F7OLvEQ5QYCBNiQWHq,One Direction
0QHEIqNKsMoOY5urbzN48u,134256,Made You Look,85,0.838,0.525,-3.562,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,4LVa9bljQRvLYpWr8qyaXs,Takin' It Back,2022-10-21,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor
0lTurWECr2XL607eJAj1A3,219653,I'll Be Home,76,0.542,0.37,-7.779,0.0257,0.318,4.84e-06,0.108,0.289,84.796,7m2Gzfu5nMgHTiMbNDwPr7,Title (Expanded Edition),2015-01-09,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor
2YlZnw2ikdb837oKMKjBkW,225053,Like I'm Gonna Lose You (feat. John Legend),80,0.63,0.53,-7.259,0.0434,0.4,0.0,0.177,0.417,108.038,5W98Ab4VvQEuFEE4TIe5fE,Title (Deluxe),2015-01-09,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor
0l0CvurVUrr2w3Jj1hOVFc,213506,NO,78,0.557,0.803,-3.599,0.213,0.0124,1.61e-06,0.737,0.657,92.134,08eweM0IZoZPCCxODbrMoL,Thank You (Deluxe Version),2017-05-12,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor
3cU2wBxuV6nFiuf6PJZNlC,184226,Dear Future Husband,76,0.655,0.782,-4.789,0.185,0.375,0.0,0.317,0.832,79.427,5W98Ab4VvQEuFEE4TIe5fE,Title (Deluxe),2015-01-09,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor
5jE48hhRu8E6zBDPRSkEq7,187920,All About That Bass,75,0.807,0.887,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,5W98Ab4VvQEuFEE4TIe5fE,Title (Deluxe),2015-01-09,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor
