danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.5814,0.7693,-4.5679,0.08399,0.0486257,0.0005963160000000001,0.16471,0.5438000000000001,123.5327
0.7088,0.6343,-6.6671000000000005,0.07944,0.15766739999999999,0.026738478,0.18079,0.5178,110.7325
0.796,0.7825,-3.9719999999999995,0.039349999999999996,0.02265,0.019825,0.121,0.8995,119.0075
0.6365000000000001,0.7659,-4.8738,0.08302999999999999,0.11559000000000001,0.0,0.18227,0.5626,112.49870000000001
0.7045714285714286,0.7847142857142858,-5.905857142857143,0.04422857142857143,0.07912371428571428,0.0016594285714285715,0.11095714285714287,0.5747142857142856,119.295
0.6105,0.5688,-5.697,0.07878,0.6167,0.00011209800000000001,0.1631,0.5703,129.2442
0.5841666666666666,0.6833333333333332,-7.672666666666667,0.032233333333333336,0.20610833333333334,0.017479868333333332,0.10658333333333332,0.4335,120.01683333333334
0.581,0.5585,-11.029,0.043399999999999994,0.37,0.043399999999999994,0.1575,0.1215,117.4705
0.5749000000000001,0.6780999999999999,-4.787599999999999,0.11151,0.06914535,2.197e-06,0.14626,0.44209999999999994,139.8786
0.6869999999999999,0.72075,-6.01,0.040525000000000005,0.19893750000000002,0.00695824875,0.16365000000000002,0.4395,117.389125
0.5051,0.6992,-5.0213,0.07671,0.09151499999999999,0.000390261,0.12335,0.46121,123.19480000000001
0.7386666666666667,0.89,-4.673666666666667,0.04643333333333333,0.008299333333333334,0.09763333333333334,0.08946666666666665,0.5626666666666666,124.00233333333334
0.5838,0.6365999999999999,-5.064,0.042499999999999996,0.130471,1.8626e-05,0.15538,0.4199,117.7181
0.5545,0.761,-8.332,0.03405,0.1031,0.3885,0.1915,0.27,115.51050000000001
0.5349,0.5434,-6.4662999999999995,0.04524,0.187537,0.002091318,0.10756000000000002,0.25471,129.523
0.6698999999999999,0.6931,-7.1828,0.12111000000000001,0.3648,0.09167317,0.18841,0.24786999999999998,117.90329999999999
0.7659,0.6004,-6.0795,0.09617,0.1570356,0.005994940999999999,0.13419,0.5032,116.38520000000001
0.6867,0.8557,-5.7471,0.08052000000000001,0.06153499999999999,0.10762026,0.17252,0.47519999999999996,125.4108
0.6226,0.6928,-5.6545000000000005,0.06314,0.1645,1.5590000000000002e-06,0.15592,0.5027,116.3923
0.689,0.6825,-5.2898000000000005,0.08513000000000001,0.25261,8.13e-06,0.17081,0.5336000000000001,108.20250000000001
0.8224,0.6803,-5.6622,0.11179999999999998,0.056401999999999994,4.0236e-05,0.20034999999999997,0.4838,137.5183
0.635,0.39833333333333326,-8.144,0.0358,0.3156666666666667,6.566666666666667e-07,0.11599999999999999,0.4543333333333333,113.05933333333333
0.6458,0.6915,-5.785,0.04639,0.30846999999999997,0.005776982,0.23382,0.41577000000000003,127.06390000000002
0.6159,0.7352000000000001,-5.3758,0.08039,0.081317,6.7127e-05,0.18623,0.4164,120.02180000000001
0.6367,0.6361,-6.1484000000000005,0.09196,0.175787,2.7950000000000003e-06,0.16782,0.4117,123.3893
0.6338,0.7123,-4.8956,0.05961999999999999,0.2561,6.75e-07,0.21669999999999998,0.5454,118.83900000000001
0.5972999999999999,0.6906,-6.6459,0.036180000000000004,0.053077,0.000175907,0.22725,0.5821,132.89180000000002
0.7476,0.4176,-12.1468,0.19834000000000002,0.062240000000000004,0.0,0.16777999999999998,0.7166,107.9704
0.6079,0.75,-6.172,0.06487000000000001,0.1279978,0.0337202,0.2519,0.29866000000000004,126.9132
0.6586000000000001,0.7557,-4.8263,0.03699,0.19863190000000003,0.0,0.14984999999999998,0.6462,130.01500000000001
0.7178,0.7277,-4.9448,0.05832999999999999,0.2104628,0.0010422930000000001,0.22057000000000002,0.39039999999999997,105.2568
0.6591,0.8731,-6.440099999999999,0.05099,0.015583,0.1579224,0.19384,0.3472,134.6097
0.7185,0.6844,-5.6288,0.08887,0.22098,7.2447e-05,0.23870999999999998,0.7405999999999999,117.62550000000002
0.6737,0.7703,-7.5822,0.06816,0.137438,0.1079945,0.20621,0.29900000000000004,125.582
0.5378000000000001,0.5843999999999999,-5.9179,0.0418,0.30732,0.00013296600000000001,0.14198,0.39622999999999997,122.73890000000002
0.7115,0.7215,-4.2313,0.08379,0.07718414,0.002004278,0.17939,0.6702,121.6415
0.7519,0.7771,-4.5382,0.07184,0.038384,0.00015513900000000002,0.15565,0.726,112.31199999999998
0.7445,0.663,-5.5886000000000005,0.04651,0.20901,1.029e-05,0.18860000000000002,0.5901,114.3836
0.7356,0.8026,-6.0074,0.09498,0.142846,0.16087088,0.17040000000000002,0.3512,121.4058
0.5683,0.49260000000000004,-8.282300000000001,0.03551,0.327895,0.001090297,0.17497000000000001,0.4253,113.46130000000001
0.613,0.6456999999999999,-5.517799999999999,0.07372,0.179293,3.3100000000000005e-05,0.1749,0.5215,127.1242
0.7289,0.5737,-6.3143,0.09135,0.30001,3.9852000000000004e-05,0.10944000000000001,0.5532,108.63610000000001
0.6717000000000001,0.7788999999999999,-9.2958,0.04357,0.182433,0.8218,0.26352000000000003,0.10105,124.3904
0.4215,0.6084999999999999,-7.154,0.034916666666666665,0.3000833333333333,0.2792116666666667,0.11264999999999999,0.14106666666666667,129.25216666666668
0.6393,0.8425,-4.081,0.07463,0.054955,3.1909999999999996e-06,0.16598,0.6519,126.58509999999998
0.7048,0.6603,-5.4581,0.060939999999999994,0.26758000000000004,5.033e-05,0.17779,0.5767,108.2005
0.6725,0.763,-4.4321,0.04441,0.02483315,4.338e-06,0.23618,0.6159,127.28600000000002
0.6900000000000001,0.48789999999999994,-9.0959,0.04476,0.37663,8.164e-05,0.1622,0.38950000000000007,115.172
0.6583333333333333,0.6859999999999999,-5.081666666666667,0.04736666666666667,0.2027,9.900000000000001e-05,0.12966666666666665,0.49100000000000005,128.29733333333334
0.4952,0.25440999999999997,-12.750499999999999,0.0856,0.8225999999999999,0.168615075,0.11162000000000001,0.2266,107.44120000000001
0.7304999999999999,0.73225,-5.813375,0.0768875,0.08059374999999999,0.03375,0.2124375,0.48475,121.231125
0.5279,0.6141,-8.1535,0.09174,0.21078190000000002,0.005564100000000001,0.18513,0.3347,131.2874
0.476,0.5025,-8.7325,0.03365,0.44331,0.12702685,0.07455,0.4475,115.96000000000001
0.715,0.6749999999999999,-5.930666666666667,0.06543333333333333,0.09559333333333332,0.0008881000000000001,0.1880666666666667,0.6829999999999999,116.154
0.7283333333333334,0.7773333333333333,-5.003,0.06823333333333333,0.15343333333333334,0.00014623333333333333,0.2956666666666667,0.5713333333333334,115.02433333333333
0.7006,0.8372999999999999,-6.531699999999999,0.13766,0.18256999999999998,0.00238426,0.2234,0.47750000000000004,125.8375
0.719,0.7484999999999999,-5.504,0.039349999999999996,0.0414,0.0,0.254,0.40800000000000003,120.9995
0.5980000000000001,0.6645,-5.669700000000001,0.09507,0.181896,5.110000000000001e-07,0.20961,0.46449999999999997,127.58099999999999
0.5431,0.6368,-6.7908,0.038169999999999996,0.083761,0.081172789,0.19075999999999999,0.3722,110.7577
0.7215,0.8665,-4.9385,0.0744,0.004495,1.365e-05,0.1515,0.5025,124.48949999999999
0.5777,0.6369,-6.7521,0.04093,0.080179,0.0025407359999999996,0.18048999999999998,0.5618000000000001,111.41310000000001
0.6722857142857143,0.7485714285714286,-6.828571428571428,0.07374285714285714,0.19677142857142857,0.0006389714285714286,0.27885714285714286,0.27887142857142855,123.30257142857143
0.5886,0.7405,-5.7533,0.10704,0.106783,0.020532341,0.2464,0.5429999999999999,131.93720000000002
0.4718,0.6916,-5.912599999999999,0.06693,0.05753400000000001,0.010253914999999999,0.18253,0.30307,138.6153
0.47400000000000003,0.5421428571428571,-7.478285714285714,0.03055714285714286,0.05963357142857143,6.328428571428571e-05,0.1141,0.1854,133.13257142857142
0.7663333333333333,0.7093333333333334,-6.474666666666667,0.12246666666666667,0.15243333333333334,0.00233184,0.12119999999999999,0.29733333333333334,125.35566666666666
0.63,0.7849,-5.3652,0.05688,0.093838,0.0,0.20884,0.6201000000000001,123.1232
0.7691,0.7404,-5.084,0.06054,0.051285000000000004,8.86e-07,0.13840999999999998,0.7533,121.31410000000001
0.6126,0.6738999999999999,-6.0126,0.08242000000000001,0.19865,1.6890000000000003e-05,0.14984999999999998,0.56966,124.88139999999999
0.5729,0.8528,-3.7984,0.06910999999999999,0.037599,5.05e-07,0.21686999999999998,0.6533,130.0325
0.5844,0.6079,-6.37,0.0641,0.32293,0.01618358,0.23826,0.3563,110.1971
0.5845,0.6624,-5.7202,0.04906,0.2023,0.000249687,0.15136,0.29786,133.19760000000002
